Label,x,y,claim,perspective,opposite_auto
0,0,0,It is fine to kill one to save many,"It is unacceptable to live in a world where killing is ever justified, no matter how many lives it may save.","It is not unacceptable to live in a world where killing is ever justified, no matter how many lives it may save."
0,0,0,It is fine to kill one to save many,We cannot support a world where killing is acceptable as long as it saves lives.,We can support a world where killing is acceptable as long as it saves lives.
0,0,0,It is fine to kill one to save many,"Intuitively, it is possible to understand that participating in a decision to kill is a priori wrong","Intuitively, it is not possible to understand that participating in a decision to kill is a priori wrong"
0,0,0,It is fine to kill one to save many,"Intiution explains the reason why the decision to kill is viewed as wrong ,as a general principle.","Intiution explains the reason why the decision to kill is not viewed as wrong ,as a general principle."
0,0,0,It is fine to kill one to save many,The possibility for the universal recogonition that killing is wrong can be deduced by pure intuition.,The possibility for the universal recogonition that killing is not wrong can be deduced by pure intuition.
1,0,0,Attorney-client privilege should be abolished,The principle behind attorney-client privilege is declining in relevance,The principle behind attorney-client privilege is not declining in relevance
1,0,0,Attorney-client privilege should be abolished,Attorney client privilege need not be sacrosanct in all situations,Attorney client privilege need be sacrosanct in all situations
1,0,0,Companies should provide alternative interview methods,Can't get a realistic impression of a person in such a short space of time.,Can't get a realistic impression of a person in such a short space of time can get a realistic impression of a person in such a short space of time.
1,0,0,Africa is really rising,Africa’s Economies are growing rapidly,Africa’s Economies are not growing rapidly
0,0,0,Africa is really rising,Majority of states are still undemocratic,Majority of states are not still undemocratic
0,0,0,Africa is really rising,The Continent is still vulnerable to natural disasters,The Continent is not still vulnerable to natural disasters
0,0,0,Sanctions should be used to promote democracy,Sanctions are ineffective because they hurt ordinary people more than leadership.,Sanctions are not ineffective because they hurt ordinary people more than leadership.
